Age,Fare
0.32906373894480023,0.043974920344739106
0.5730405611466911,0.4323693019876057
0.3900579444952729,0.04806913706649068
0.5272949069838365,0.32207838211112366
0.5272949069838365,0.04882732534829653
0.4205550472705093,0.051303871551987144
0.8170173833485819,0.31457231812124575
0.02409271119243672,0.12783054431246574
0.4053064958828911,0.06752910078263226
0.20707532784385485,0.18239462547621804
0.05458981396767307,0.10129395444926112
0.8780115888990546,0.16103919105556183
0.29856663616956386,0.04882732534829653
0.20707532784385485,0.04763969922367585
0.8322659347362001,0.09704810007114838
0.4205550472705093,0.07885158130780806
0.46630070143336383,0.10917911258004193
0.4205550472705093,0.043823282688377936
0.5272949069838365,0.15770316261561612
0.5120463555962184,0.07885158130780806
0.222323879231473,0.04870116281820403
0.4205550472705093,0.21532547203286045
0.11558401951814577,0.12783054431246574
0.4205550472705093,0.043823282688377936
0.4205550472705093,0.04779133688003702
0.4205550472705093,0.047892024283860836
0.6035376639219274,0.16814068577826813
0.4205550472705093,0.8887228288065449
0.4205550472705093,0.0470076734719625
1.0,0.06368781567169113
0.4205550472705093,0.49840750133289496
0.6340347666971639,0.31540632523123224
0.4205550472705093,0.043848757814646616
0.3138151875571821,0.04882732534829653
0.26806953339432754,0.10917911258004193
0.20707532784385485,0.0681866016606143
0.6035376639219274,0.05747067176088318
0.4053064958828911,0.12737563134338226
0.4205550472705093,0.047892024283860836
0.039341262580054895,0.2521988976548933
0.2833180847819457,0.04779133688003702
0.4205550472705093,0.04882732534829653
0.4205550472705093,0.094015346943925
0.4205550472705093,0.0470076734719625
0.4205550472705093,0.1314953231914025
0.26806953339432754,0.10796601132915257
0.3138151875571821,0.04731094878468483
0.7407746264104911,0.4654014424986974
0.43580359865812746,0.15770316261561612
0.9847514486123818,0.37593522524560746
0.4205550472705093,0.21532547203286045
0.3138151875571821,0.06368781567169113
0.4281793229643184,0.043848757814646616
0.06983836535529124,0.16831779856089796
0.32906373894480023,0.043848757814646616
0.5730405611466911,0.4852405003557419
0.6797804208600183,0.5063181345899443
0.05458981396767307,0.16922762449906498
0.4205550472705093,0.16814068577826813
0.4205550472705093,0.09247349525404462
0.43580359865812746,0.06368781567169113
0.2833180847819457,0.04948421967565311
0.3900579444952729,0.05254244792914518
0.481549252820982,0.06368781567169113
0.3138151875571821,0.44581470970183784
0.3900579444952729,0.08767204050302456
0.481549252820982,0.34267562824997405
0.37480939310765476,0.04640112284651782
0.4205550472705093,0.047892024283860836
0.4205550472705093,0.04882732534829653
0.006251906068923452,0.17589968137895642
0.4510521500457456,0.0756671905242235
0.32906373894480023,0.05458955629002096
0.43580359865812746,0.05762230941724435
0.4205550472705093,0.047235129956504245
0.4205550472705093,0.28568534458444306
0.2528209820067093,0.06368781567169113
0.49679780420860015,0.09613827413298136
0.4205550472705093,0.04882732534829653
0.3595608417200366,0.04882732534829653
0.43580359865812746,0.04882732534829653
0.29856663616956386,0.04763969922367585
0.6950289722476365,0.37105734511578137
0.3900579444952729,0.12479779118524237
0.8932601402866728,0.043974920344739106
0.4205550472705093,0.04882732534829653
0.3443122903324184,0.384300164921115
0.5120463555962184,0.1395066438522758
0.5120463555962184,0.15770316261561612
0.4205550472705093,0.047892024283860836
0.4205550472705093,0.047892024283860836
0.3138151875571821,0.46878781464055497
0.49679780420860015,0.052492104227233265
0.557792009759073,0.04806913706649068
0.4205550472705093,0.047892024283860836
0.3138151875571821,0.04640112284651782
0.4205550472705093,0.04715931112832367
0.5730405611466911,0.047892024283860836
0.4205550472705093,0.14648197604488958
0.7102775236352546,0.31540632523123224
0.21469960353766393,0.08767204050302456
0.32906373894480023,0.04882732534829653
0.29856663616956386,0.05959359894993955
0.2528209820067093,0.08769690907866778
0.3138151875571821,0.04806913706649068
0.43580359865812746,0.12737563134338226
0.3138151875571821,0.44581470970183784
0.4205550472705093,0.04882732534829653
0.48917352851479107,0.18239462547621804
0.48917352851479107,0.07885158130780806
0.8170173833485819,0.46878781464055497
0.1765782250686185,0.0681866016606143
0.4205550472705093,0.0470076734719625
0.3595608417200366,0.04331802601738252
0.4205550472705093,0.1356144084887973
0.6797804208600183,0.042306906124766244
0.49679780420860015,0.047892024283860836
0.29856663616956386,0.042761819093849754
0.7102775236352546,0.08794984068947821
0.43580359865812746,0.15770316261561612
0.37480939310765476,0.07885158130780806
0.3443122903324184,0.09126039400315526
0.2833180847819457,0.1594215205375009
0.557792009759073,0.32207838211112366
0.2375724306190912,0.05590395149535957
0.3595608417200366,0.48038809535218446
0.4205550472705093,0.09247349525404462
0.32906373894480023,0.0470076734719625
0.3595608417200366,0.09613827413298136
0.2833180847819457,0.04094216721751572
0.26806953339432754,0.0697533219261379
0.2833180847819457,0.22290735485091892
0.4053064958828911,0.047285473658416156
0.13083257090576397,0.20850177749660784
0.5501677340652639,0.15770316261561612
0.6340347666971639,0.07885158130780806
0.7712717291857274,0.07597046583694585
0.32906373894480023,0.40396271654615507
0.8398902104300092,0.04882732534829653
0.6111619396157365,0.08794984068947821
0.4205550472705093,0.04435401448564203
0.7712717291857274,0.3722959214929394
0.2375724306190912,0.04690637951751323
0.4510521500457456,0.04882732534829653
0.4205550472705093,0.05254244792914518
0.6645318694724002,0.09765465069659306
0.6035376639219274,0.09553172350753668
0.3900579444952729,0.04715931112832367
0.2528209820067093,0.05254244792914518
0.13083257090576397,0.12449451587252001
0.4205550472705093,0.3336028439945726
0.4205550472705093,0.1572482496465326
0.4205550472705093,0.34267562824997405
0.9237572430619092,0.20319445952396692
0.008844159804818542,0.06752910078263226
0.3138151875571821,0.04806913706649068
0.8475144861238183,0.18618556688524726
0.26806953339432754,0.04763969922367585
0.4205550472705093,0.15446842813011966
0.7560231777981092,0.17415584833080297
0.4510521500457456,0.07885158130780806
0.5425434583714548,0.0
0.4205550472705093,0.09128586912942395
0.008844159804818542,0.23655474392342418
0.05458981396767307,0.13359277525419017
0.4205550472705093,0.30327531272233865
0.4205550472705093,0.094015346943925
0.6797804208600183,0.16103919105556183
0.6035376639219274,0.094015346943925
0.5425434583714548,0.047892024283860836
0.481549252820982,0.07885158130780806
0.2833180847819457,0.07885158130780806
0.2833180847819457,0.04763969922367585
0.039341262580054895,0.15770316261561612
0.6645318694724002,0.16814068577826813
0.8780115888990546,0.8887228288065449
0.4205550472705093,0.0470076734719625
0.6340347666971639,0.05097572766362157
0.4205550472705093,0.0470076734719625
0.3595608417200366,0.07885158130780806
0.4205550472705093,0.05762230941724435
0.5120463555962184,0.03940031552763535
0.6874046965538274,0.043823282688377936
0.26806953339432754,0.04882732534829653
0.02409271119243672,0.06346035918714937
0.481549252820982,0.09613827413298136
0.3900579444952729,0.11395569875541876
0.2375724306190912,0.0470076734719625
0.6035376639219274,0.18803069388785
0.3595608417200366,0.042761819093849754
0.5272949069838365,0.12737563134338226
0.32906373894480023,0.043974920344739106
0.4510521500457456,0.07885158130780806
0.4205550472705093,0.0470076734719625
0.46630070143336383,0.6870702209724583
0.4053064958828911,0.04806913706649068
0.6340347666971639,0.1637686688700629
0.481549252820982,0.46274778351237694
0.4510521500457456,0.06368781567169113
0.2375724306190912,0.04882732534829653
0.4053064958828911,0.07885158130780806
0.7712717291857274,0.04882732534829653
0.4205550472705093,0.047892024283860836
0.5730405611466911,0.5458955629002096
0.32906373894480023,0.05671248347907733
0.2833180847819457,0.06368781567169113
0.30619091186337294,0.043974920344739106
0.26806953339432754,0.07885158130780806
0.4205550472705093,0.15446842813011966
0.5272949069838365,0.5063181345899443
0.43580359865812746,0.04715931112832367
0.8932601402866728,0.08188433443503144
0.3595608417200366,0.06368781567169113
0.4205550472705093,0.04579457222107314
0.6645318694724002,0.15770316261561612
0.11558401951814577,0.1592195391792278
0.2833180847819457,0.06368781567169113
0.49679780420860015,0.07445408927333415
0.4205550472705093,0.08767204050302456
0.4205550472705093,0.094015346943925
0.43580359865812746,0.06368781567169113
0.32906373894480023,0.043216732062933264
0.4510521500457456,0.043823282688377936
0.6645318694724002,0.5458955629002096
0.37480939310765476,0.04715931112832367
0.3595608417200366,0.08794984068947821
0.557792009759073,0.31876782879744664
0.8170173833485819,0.15770316261561612
0.4205550472705093,0.043974920344739106
0.43580359865812746,0.06346035918714937
0.9390057944495274,0.16103919105556183
0.4510521500457456,0.09765465069659306
0.6187862153095456,0.1225990451680054
0.43580359865812746,0.09247349525404462
0.4205550472705093,0.48038809535218446
0.4510521500457456,0.5246662910096459
0.7560231777981092,0.15770316261561612
0.4205550472705093,0.0470076734719625
0.7865202805733456,0.4831175731666856
0.6035376639219274,0.0
0.4205550472705093,0.0470076734719625
0.5425434583714548,0.06368781567169113
0.37480939310765476,0.04715931112832367
0.8780115888990546,0.930827753573038
0.5272949069838365,0.8226846294612555
0.4205550472705093,0.18803069388785
0.37480939310765476,0.0
0.6187862153095456,0.11827737196171209
0.557792009759073,0.18014553575706918
0.4205550472705093,0.0470076734719625
0.9542543458371455,0.4728565562360379
0.6797804208600183,0.0470076734719625
0.4205550472705093,0.0
0.5272949069838365,0.12282650165254716
0.9847514486123818,0.0470076734719625
0.4205550472705093,0.04763969922367585
0.2375724306190912,0.05762230941724435
0.2833180847819457,0.04882732534829653
0.4205550472705093,0.15770316261561612
0.49679780420860015,0.05254244792914518
0.4510521500457456,0.05762230941724435
0.32906373894480023,0.047892024283860836
0.6340347666971639,0.07885158130780806
0.32906373894480023,0.0470076734719625
0.3900579444952729,0.4782651681631281
0.2833180847819457,0.5524414572500086
0.5425434583714548,0.07809339302600221
0.3595608417200366,0.053679730351853944
0.3595608417200366,0.047892024283860836
0.4205550472705093,0.16814068577826813
0.35193656602622747,0.043848757814646616
0.02409271119243672,0.9192274728614086
0.4205550472705093,0.1849979407606266
0.4205550472705093,0.0470076734719625
0.4205550472705093,0.1410230204158875
0.2833180847819457,0.0
0.4205550472705093,0.07490900224241766
0.4205550472705093,0.04882732534829653
0.007624275693809088,0.9192274728614086
0.4205550472705093,0.6725633496636979
0.2528209820067093,0.6605336311092537
0.4510521500457456,0.14557215010672256
0.4510521500457456,0.34530441866065126
0.3595608417200366,0.5043971887591611
0.3900579444952729,0.15770316261561612
0.4205550472705093,0.047892024283860836
0.649283318084782,0.1592195391792278
0.3900579444952729,0.04763969922367585
0.3595608417200366,0.15770316261561612
0.8170173833485819,0.08491708756225483
0.46630070143336383,0.9999999999999999
0.6035376639219274,0.8158105912230911
0.32906373894480023,0.043974920344739106
0.4053064958828911,0.047892024283860836
0.4510521500457456,0.07490900224241766
0.32906373894480023,0.17589968137895642
0.5425434583714548,0.8226846294612555
0.9237572430619092,0.03783359526211175
0.5425434583714548,0.07885158130780806
0.46630070143336383,0.12449451587252001
0.2375724306190912,0.3516732002278204
0.4205550472705093,0.1410230204158875
0.6874046965538274,0.17286692825173305
0.5730405611466911,0.930827753573038
0.2375724306190912,0.10917911258004193
0.4205550472705093,0.8106549109068113
0.4205550472705093,0.047892024283860836
0.43580359865812746,0.40396271654615507
0.6187862153095456,0.8158105912230911
0.6797804208600183,0.04882732534829653
0.6797804208600183,0.21532547203286045
0.02409271119243672,0.15770316261561612
0.4205550472705093,0.07885158130780806
0.37480939310765476,0.07885158130780806
0.5425434583714548,0.07885158130780806
0.3595608417200366,0.07885158130780806
0.6035376639219274,0.07885158130780806
0.4205550472705093,0.09765465069659306
0.039341262580054895,0.0964415494457037
0.6340347666971639,0.05254244792914518
0.3443122903324184,0.055954295197271485
0.4205550472705093,0.21229271890563708
0.222323879231473,0.043848757814646616
0.37480939310765476,0.10796601132915257
0.4205550472705093,0.043823282688377936
0.4205550472705093,0.05762230941724435
0.32906373894480023,0.3336028439945726
0.5730405611466911,0.07885158130780806
0.4205550472705093,0.04779133688003702
0.4205550472705093,0.04779133688003702
0.43580359865812746,0.16814068577826813
0.6797804208600183,0.08767204050302456
0.5272949069838365,0.042761819093849754
0.4205550472705093,0.094015346943925
0.4510521500457456,0.043974920344739106
0.9085086916742909,0.45642934564711973
0.4205550472705093,0.043848757814646616
0.4205550472705093,0.0470076734719625
0.3595608417200366,0.4203395834331614
0.37480939310765476,0.33628197810716165
0.26806953339432754,0.03940031552763535
0.2833180847819457,0.04882732534829653
0.32906373894480023,0.8226846294612555
0.039341262580054895,0.12783054431246574
0.4205550472705093,0.49840750133289496
0.32906373894480023,0.043974920344739106
0.29856663616956386,0.02433784384596768
0.2833180847819457,0.04715931112832367
0.008844159804818542,0.09548137980562478
0.481549252820982,0.04806913706649068
0.5272949069838365,0.31540632523123224
0.4205550472705093,0.047892024283860836
0.26806953339432754,0.44581470970183784
0.5425434583714548,0.07885158130780806
0.4205550472705093,0.04688151094187
0.2528209820067093,0.07278607505336128
0.5425434583714548,0.7278607505336129
0.3138151875571821,0.047285473658416156
0.4205550472705093,0.04806913706649068
0.3443122903324184,0.6870702209724583
0.3595608417200366,0.10129395444926112
0.32906373894480023,0.047285473658416156
0.46630070143336383,0.04763969922367585
0.6950289722476365,0.15770316261561612
0.3443122903324184,0.06368781567169113
0.4205550472705093,0.07672865411875168
0.5882891125343093,0.04806913706649068
0.3900579444952729,0.04882732534829653
